ID,X1 LIMIT_BAL,X2 SEX,X3 EDUCATION,X4 MARRIAGE,X5 AGE,X6 PAY_0,X7 PAY_2,X8 PAY_3,X9 PAY_4,X10 PAY_5,X11 PAY_6,X12 BILL_AMT1,X13 BILL_AMT2,X14 BILL_AMT3,X15 BILL_AMT4,X16 BILL_AMT5,X17 BILL_AMT6,X18 PAY_AMT1,X19 PAY_AMT2,X20 PAY_AMT3,X21 PAY_AMT4,X22 PAY_AMT5,X23 PAY_AMT6,Y default payment next month,RatioUso_12,RatioUso_13,RatioUso_14,RatioUso_15,RatioUso_16,RatioUso_17
22764,220000,2,2,1,26,0,0,0,0,0,0,68090,58218,47679,37788,23293,7288,4039,3021,1400,3000,2000,100000,0,0.3095,0.2646272727272727,0.21672272727272726,0.17176363636363637,0.10587727272727272,0.03312727272727273
22765,600000,2,2,2,30,0,0,0,0,0,0,501499,510470,520492,525749,480722,460068,19500,20462,19445,17348,16536,16845,0,0.8358316666666666,0.8507833333333333,0.8674866666666666,0.8762483333333333,0.8012033333333334,0.76678
22767,360000,2,2,1,39,0,0,0,0,0,0,26680,22312,19181,16155,5936,15330,22434,19286,16243,5966,15407,43019,0,0.07411111111111111,0.06197777777777778,0.05328055555555555,0.044875,0.01648888888888889,0.042583333333333334
22769,60000,2,3,1,44,0,0,0,0,0,0,63236,64683,66510,58622,47317,48726,2500,3000,2292,1526,2000,2000,1,1.0539333333333334,1.07805,1.1085,0.9770333333333333,0.7886166666666666,0.8121
22770,100000,2,1,2,32,0,0,0,0,0,0,11273,694,1694,2096,2143,1723,694,1000,1000,47,0,3354,0,0.11273,0.00694,0.01694,0.02096,0.02143,0.01723
22771,200000,2,1,2,31,0,0,0,0,0,0,7773,3426,2000,1000,3000,2000,3643,2000,1000,2000,0,1249,0,0.038865,0.01713,0.01,0.005,0.015,0.01
22772,50000,2,3,2,36,0,0,0,0,0,0,49889,50326,50687,37200,29838,30062,1952,1703,1444,1027,1053,1077,0,0.99778,1.00652,1.01374,0.744,0.59676,0.60124
22774,10000,2,2,1,43,0,0,0,0,0,0,4834,1803,2819,3828,3905,4023,1038,1054,1063,140,181,80,1,0.4834,0.1803,0.2819,0.3828,0.3905,0.4023
22777,260000,2,1,2,29,0,0,0,0,0,0,267336,264929,234214,169096,117873,79782,11000,9800,6000,4088,3000,3000,1,1.0282153846153845,1.0189576923076924,0.900823076923077,0.6503692307692308,0.4533576923076923,0.30685384615384614
22778,140000,2,2,3,30,0,0,0,0,0,0,124288,123172,130095,122342,77536,80783,10000,18000,10000,10000,20000,15000,0,0.8877714285714285,0.8798,0.92925,0.8738714285714285,0.5538285714285714,0.5770214285714286
22779,390000,2,1,2,33,0,0,0,0,0,0,84100,85538,79875,82853,82747,44143,5000,3500,4502,3518,2003,3001,0,0.21564102564102564,0.21932820512820514,0.2048076923076923,0.21244358974358973,0.21217179487179488,0.11318717948717949
22781,50000,2,3,1,44,0,0,0,0,0,0,47497,47122,46789,37465,27450,28025,2306,2400,2000,983,1018,1030,0,0.94994,0.94244,0.93578,0.7493,0.549,0.5605
22782,120000,2,2,2,46,0,0,0,0,0,0,68168,69187,68466,42941,40718,41613,2650,2884,2018,1411,1504,1500,0,0.5680666666666667,0.5765583333333333,0.57055,0.35784166666666667,0.33931666666666666,0.346775
22783,80000,2,2,1,45,0,0,0,0,0,0,17613,19009,20361,18722,12514,8905,2000,2000,1009,0,2000,0,0,0.2201625,0.2376125,0.2545125,0.234025,0.156425,0.1113125
22784,160000,2,3,3,36,0,0,0,0,0,0,9330,31745,22829,6000,6000,0,31745,1049,6000,6000,0,4345,0,0.0583125,0.19840625,0.14268125,0.0375,0.0375,0.0
22786,190000,2,2,1,39,0,0,0,0,0,0,180201,181443,155045,95145,86025,87836,7000,7000,3100,92101,3200,4300,1,0.9484263157894737,0.9549631578947368,0.8160263157894737,0.5007631578947368,0.45276315789473687,0.46229473684210526
22787,100000,2,3,1,40,2,2,0,0,0,0,13278,12773,16179,17597,18499,20531,0,3950,2000,1500,2500,4800,1,0.13278,0.12773,0.16179,0.17597,0.18499,0.20531
22788,210000,2,2,2,35,0,0,0,0,0,0,147812,135624,125469,103409,75498,72020,5000,7000,5000,4000,2447,3000,0,0.7038666666666666,0.6458285714285714,0.5974714285714285,0.49242380952380954,0.35951428571428573,0.34295238095238095
22789,160000,2,2,2,33,2,2,3,2,0,0,161771,172632,168541,164310,162681,163005,15000,0,0,6100,12300,6100,0,1.01106875,1.07895,1.05338125,1.0269375,1.01675625,1.01878125
22790,240000,2,3,1,35,0,0,0,0,0,0,238166,236686,186613,189470,119525,121178,8522,9100,8244,5000,5000,4011,1,0.9923583333333333,0.9861916666666667,0.7775541666666667,0.7894583333333334,0.49802083333333336,0.5049083333333333
22792,220000,2,2,1,36,2,2,2,2,0,0,192654,195725,197466,189149,187531,187856,8500,8200,0,7000,7000,7200,1,0.8757,0.8896590909090909,0.8975727272727273,0.8597681818181818,0.8524136363636363,0.8538909090909091
22793,260000,2,1,2,44,0,0,0,0,0,0,279670,286796,295631,299692,164332,183033,11778,15000,8526,20000,20000,20092,0,1.075653846153846,1.1030615384615385,1.1370423076923077,1.1526615384615384,0.6320461538461538,0.7039730769230769
22794,500000,2,1,1,34,0,0,0,0,0,0,250263,247516,245012,243417,233968,209220,29000,29000,30000,30000,6110,6200,0,0.500526,0.495032,0.490024,0.486834,0.467936,0.41844
22796,260000,2,2,1,33,0,0,0,0,0,0,151123,134736,135593,120909,102524,40157,4002,6067,10000,3000,40157,1466,1,0.5812423076923077,0.5182153846153846,0.5215115384615384,0.4650346153846154,0.39432307692307694,0.15445
22797,170000,2,1,2,30,0,0,0,0,0,0,171992,168531,171440,174643,165584,169230,6027,6300,8451,6000,6320,6700,0,1.0117176470588236,0.9913588235294117,1.008470588235294,1.0273117647058823,0.9740235294117647,0.9954705882352941
22798,150000,2,2,1,38,0,0,0,0,0,0,5584,1106,2199,2997,735,1104,1106,1208,1006,50000,1104,0,0,0.037226666666666665,0.007373333333333333,0.01466,0.01998,0.0049,0.00736
22800,260000,2,1,1,44,0,0,0,0,0,0,296349,300155,305798,306082,304048,14982,6891,8668,6907,6088,14982,12588,0,1.1398038461538462,1.1544423076923076,1.176146153846154,1.1772384615384615,1.1694153846153845,0.05762307692307692
22801,170000,2,1,2,30,0,0,0,0,0,0,15220,8404,16835,2200,7510,12510,8404,16835,2200,5510,5000,8100,0,0.08952941176470589,0.049435294117647056,0.09902941176470588,0.012941176470588235,0.044176470588235296,0.07358823529411765
22802,230000,2,1,2,33,0,0,0,0,0,0,10765,11107,11748,12269,12102,12414,1300,1300,1200,500,500,500,0,0.04680434782608696,0.04829130434782609,0.05107826086956522,0.05334347826086956,0.052617391304347824,0.05397391304347826
22803,620000,2,1,2,38,0,0,0,0,0,0,12136,7938,620,16022,2581,2867,8638,620,16032,2856,4197,920,0,0.019574193548387096,0.012803225806451613,0.001,0.025841935483870968,0.004162903225806452,0.0046241935483870966
22804,180000,2,1,1,35,0,0,0,0,0,0,68488,47603,48705,50140,60607,67976,3603,5705,3003,10607,7976,5412,0,0.3804888888888889,0.2644611111111111,0.27058333333333334,0.27855555555555556,0.33670555555555554,0.37764444444444445
22805,180000,2,1,1,33,0,0,0,0,0,0,7017,14824,19692,13115,24623,485,14824,19713,13117,24630,485,33283,0,0.038983333333333335,0.08235555555555556,0.1094,0.07286111111111111,0.13679444444444444,0.0026944444444444446
22806,30000,2,2,3,45,0,2,2,2,0,2,5239,3434,4845,3048,8314,5080,0,3048,0,8314,0,4132,1,0.17463333333333333,0.11446666666666666,0.1615,0.1016,0.27713333333333334,0.16933333333333334
22807,300000,2,1,2,31,0,0,0,0,0,0,31827,11158,1616,3658,658,662,1009,1000,2700,658,662,0,0,0.10609,0.037193333333333335,0.005386666666666666,0.012193333333333334,0.002193333333333333,0.0022066666666666667
22808,370000,2,2,1,35,0,0,0,0,0,0,236242,240804,243293,226471,217901,195244,10301,11000,9004,6930,6000,6100,0,0.6384918918918919,0.6508216216216216,0.6575486486486487,0.6120837837837838,0.5889216216216216,0.5276864864864865
22809,80000,2,2,2,31,0,0,0,0,0,0,28788,27620,26352,939,2202,1369,8000,1000,939,2202,1369,4827,0,0.35985,0.34525,0.3294,0.0117375,0.027525,0.0171125
22810,200000,2,4,2,40,0,0,0,0,0,0,201598,198373,152601,105588,73886,198487,10100,6700,5500,4500,127600,7500,0,1.00799,0.991865,0.763005,0.52794,0.36943,0.992435
22811,150000,2,3,1,42,0,0,0,0,0,0,11070,5947,6152,7306,18726,13839,6151,6427,7306,18738,0,7154,0,0.0738,0.03964666666666666,0.04101333333333333,0.04870666666666667,0.12484,0.09226
22812,210000,2,2,1,33,0,0,0,2,2,2,159715,163060,168218,169726,173687,176510,6000,8000,6000,7000,6000,20000,0,0.760547619047619,0.7764761904761904,0.8010380952380952,0.8082190476190476,0.8270809523809524,0.8405238095238096
22813,70000,2,1,1,35,1,2,2,2,2,0,41730,40764,46281,47026,45971,47573,0,6500,1800,0,2500,2000,0,0.5961428571428572,0.5823428571428572,0.6611571428571429,0.6718,0.6567285714285714,0.6796142857142857
22814,80000,2,2,1,38,0,0,0,0,0,0,4404,5096,11473,21086,2034,17678,5096,11476,16037,0,17678,6000,0,0.05505,0.0637,0.1434125,0.263575,0.025425,0.220975
22815,50000,2,2,3,44,0,0,0,0,0,0,390,390,390,390,390,390,390,390,390,390,390,390,0,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078
22816,210000,2,1,2,33,0,0,0,0,2,0,14682,1220,4048,1871,1320,257,1075,3923,1723,5,257,10843,1,0.06991428571428572,0.0058095238095238096,0.019276190476190475,0.00890952380952381,0.006285714285714286,0.0012238095238095237
22817,260000,2,2,1,33,0,0,0,0,0,0,112501,110395,112288,113388,114128,117005,4000,5550,5600,4100,4700,11002,0,0.43269615384615384,0.42459615384615385,0.4318769230769231,0.4361076923076923,0.43895384615384614,0.4500192307692308
22820,500000,2,1,2,37,0,0,0,0,0,0,43643,46586,48832,49568,46939,49147,4000,3000,2000,2000,3000,7000,0,0.087286,0.093172,0.097664,0.099136,0.093878,0.098294
22821,290000,2,1,2,46,0,0,0,0,0,0,113618,289002,1332,21429,2228,156721,34507,1343,21542,2239,156733,7219,0,0.39178620689655175,0.9965586206896552,0.004593103448275862,0.07389310344827586,0.0076827586206896555,0.5404172413793104
22822,200000,2,3,1,35,0,0,0,0,0,0,215090,208556,214321,134517,54711,23611,7700,9300,6500,3000,856,1152,0,1.07545,1.04278,1.071605,0.672585,0.273555,0.118055
22823,90000,2,2,1,47,0,0,0,0,0,0,28240,28477,28718,28847,28747,29177,2000,2000,2000,2000,2000,2000,0,0.31377777777777777,0.3164111111111111,0.31908888888888887,0.3205222222222222,0.3194111111111111,0.3241888888888889
22825,290000,2,1,2,31,0,0,0,0,0,0,82939,82814,71541,59493,67821,71546,5017,4033,2828,10000,5000,3000,0,0.2859965517241379,0.2855655172413793,0.24669310344827586,0.20514827586206896,0.2338655172413793,0.24671034482758622
22828,400000,2,3,1,42,0,0,0,0,0,0,44198,10132,16932,13088,28540,11860,10132,16932,13088,28540,11860,3978,0,0.110495,0.02533,0.04233,0.03272,0.07135,0.02965
22829,50000,2,3,1,37,0,0,0,0,0,0,49080,49240,48751,30250,29570,26969,2228,2000,1370,949,922,2500,0,0.9816,0.9848,0.97502,0.605,0.5914,0.53938
22830,400000,2,1,1,42,0,2,0,0,0,0,80,80,3710,33605,47029,39400,0,3828,33627,47029,40000,0,0,0.0002,0.0002,0.009275,0.0840125,0.1175725,0.0985
22831,50000,2,2,1,37,2,2,2,2,2,3,19068,19947,21124,21480,22822,22171,1500,1800,1000,2000,0,1000,1,0.38136,0.39894,0.42248,0.4296,0.45644,0.44342
22832,50000,2,1,2,29,3,3,2,3,2,2,49624,48530,50255,49104,51044,50933,0,2800,0,3000,800,3000,1,0.99248,0.9706,1.0051,0.98208,1.02088,1.01866
22833,100000,2,1,2,34,0,0,0,0,0,2,66193,63155,50385,31371,54713,28347,3413,5010,10005,30326,0,20000,0,0.66193,0.63155,0.50385,0.31371,0.54713,0.28347
22834,170000,2,2,1,39,0,0,0,0,0,0,100849,100000,10274,16446,16578,20487,2000,10274,6446,332,10487,5000,0,0.5932294117647059,0.5882352941176471,0.06043529411764706,0.09674117647058823,0.09751764705882353,0.12051176470588235
22837,50000,2,2,1,31,0,0,0,0,0,0,46993,48208,49598,46363,9283,9632,2000,2200,1150,500,500,393,1,0.93986,0.96416,0.99196,0.92726,0.18566,0.19264
22838,180000,2,1,1,35,0,0,0,0,0,0,37701,32003,32254,47186,54286,112040,32005,32270,47186,44286,86000,148225,0,0.20945,0.17779444444444445,0.1791888888888889,0.26214444444444446,0.3015888888888889,0.6224444444444445
22839,350000,2,2,2,35,0,0,0,0,0,0,314309,313673,322806,328616,278858,281692,13000,15074,20353,10040,15000,10000,0,0.8980257142857143,0.8962085714285715,0.9223028571428571,0.9389028571428572,0.7967371428571428,0.8048342857142857
22840,120000,2,3,1,38,0,0,0,0,0,0,111098,114863,118038,118805,59210,61267,5600,6500,5000,3000,3000,3000,0,0.9258166666666666,0.9571916666666667,0.98365,0.9900416666666667,0.49341666666666667,0.5105583333333333
22841,140000,2,2,1,33,0,0,0,0,0,0,1750,397,13126,3454,1747,1240,397,13126,3456,89,156,2813,0,0.0125,0.0028357142857142856,0.09375714285714286,0.02467142857142857,0.01247857142857143,0.008857142857142857
22842,150000,2,3,1,34,0,0,0,0,0,0,28210,19130,10000,8000,0,10000,1130,1000,8000,2000,10000,0,0,0.18806666666666666,0.12753333333333333,0.06666666666666667,0.05333333333333334,0.0,0.06666666666666667
22844,50000,2,2,1,28,0,0,0,0,0,0,45797,47226,48065,49158,50646,12927,2500,1900,1898,2386,629,792,1,0.91594,0.94452,0.9613,0.98316,1.01292,0.25854
22845,180000,2,2,1,36,0,0,0,0,0,0,1000,92,92,603,1760,826,92,92,603,1760,826,826,0,0.005555555555555556,0.0005111111111111112,0.0005111111111111112,0.00335,0.009777777777777778,0.004588888888888889
22846,290000,2,3,1,44,0,0,0,0,0,0,2615,0,679,3390,5784,5784,0,679,3390,5784,0,150,0,0.009017241379310344,0.0,0.0023413793103448277,0.011689655172413793,0.019944827586206897,0.019944827586206897
22847,40000,2,2,1,49,0,0,0,0,0,0,36159,38241,39121,40400,40000,40000,3000,1800,2000,0,0,0,0,0.903975,0.956025,0.978025,1.01,1.0,1.0
22848,310000,2,1,2,36,0,0,0,0,0,0,67940,45746,46979,42045,40334,49542,2000,2000,2000,2000,13000,2000,0,0.21916129032258064,0.14756774193548386,0.15154516129032258,0.13562903225806452,0.13010967741935484,0.15981290322580646
22849,70000,2,2,2,46,0,0,0,0,0,0,86919,83200,80389,75854,33563,34563,3000,3815,3064,1000,1000,34000,1,1.2417,1.1885714285714286,1.1484142857142856,1.0836285714285714,0.47947142857142855,0.49375714285714284
22851,570000,2,2,1,46,0,0,0,0,0,0,563892,569577,577957,563543,451401,108890,19534,25100,15159,11732,42880,422000,0,0.9892842105263158,0.9992578947368421,1.0139596491228071,0.9886719298245614,0.7919315789473684,0.19103508771929825
22852,150000,2,3,2,41,2,0,0,0,0,0,102629,85817,78898,70886,65869,67805,3100,3160,2505,2500,3000,5000,1,0.6841933333333333,0.5721133333333334,0.5259866666666667,0.47257333333333335,0.43912666666666667,0.45203333333333334
22853,20000,2,2,2,30,1,2,0,0,0,0,16560,15997,17336,18345,18643,19094,0,1600,1602,900,900,636,0,0.828,0.79985,0.8668,0.91725,0.93215,0.9547
22854,180000,2,3,1,32,0,0,0,0,0,0,166,1484,2526,3452,3522,4909,1484,1074,1000,70,1387,28,0,0.0009222222222222222,0.008244444444444445,0.014033333333333333,0.019177777777777776,0.019566666666666666,0.027272222222222222
22855,100000,2,3,1,34,0,0,0,0,0,0,9728,11099,8761,8289,6980,5571,5000,1333,3000,3000,5571,5149,0,0.09728,0.11099,0.08761,0.08289,0.0698,0.05571
22856,90000,2,1,2,31,0,0,2,2,2,2,77278,83357,85229,85939,83680,89319,8000,4100,3000,0,7000,3100,1,0.8586444444444444,0.9261888888888888,0.9469888888888889,0.9548777777777778,0.9297777777777778,0.9924333333333333
22857,150000,2,3,2,47,0,0,0,0,0,0,153412,153720,150540,153103,152060,151470,7000,7000,7000,5200,5500,6300,0,1.0227466666666667,1.0248,1.0036,1.0206866666666667,1.0137333333333334,1.0098
22858,490000,2,2,1,31,0,0,0,0,0,0,245566,238208,226020,212422,201680,164989,10095,9861,7055,6189,5046,5089,0,0.5011551020408164,0.48613877551020407,0.461265306122449,0.43351428571428574,0.41159183673469385,0.3367122448979592
22859,30000,2,3,1,33,0,0,2,2,2,0,39577,39995,38049,35435,31976,29704,3800,1700,1100,0,1030,1000,1,1.3192333333333333,1.3331666666666666,1.2683,1.1811666666666667,1.0658666666666667,0.9901333333333333
22860,300000,2,2,1,33,0,0,0,0,0,0,996,1496,1496,1496,2490,1996,1500,1500,1500,2494,1006,1498,0,0.00332,0.004986666666666667,0.004986666666666667,0.004986666666666667,0.0083,0.006653333333333333
22861,140000,2,2,1,32,0,2,2,0,0,0,739,739,-200,8700,1367,1367,0,0,8900,1367,0,0,1,0.0052785714285714285,0.0052785714285714285,-0.0014285714285714286,0.062142857142857146,0.009764285714285715,0.009764285714285715
22862,50000,2,2,2,32,0,0,0,0,0,0,12513,13595,14570,15523,15964,16554,1600,1500,1500,1000,1000,1000,0,0.25026,0.2719,0.2914,0.31046,0.31928,0.33108
22863,150000,2,1,2,31,2,2,2,2,2,0,17893,20669,20050,24701,24006,26599,3400,0,5000,0,3000,3000,1,0.11928666666666667,0.13779333333333332,0.13366666666666666,0.16467333333333334,0.16004,0.17732666666666666
22864,350000,2,1,2,32,0,0,0,0,0,0,87611,87325,90539,92941,99930,108411,3300,5116,5000,10000,10000,10000,0,0.25031714285714285,0.2495,0.25868285714285716,0.2655457142857143,0.2855142857142857,0.3097457142857143
22865,140000,2,2,2,32,0,0,0,0,0,0,15497,15073,11755,7453,38415,31685,1231,1262,1000,38415,4000,4000,0,0.11069285714285715,0.10766428571428571,0.08396428571428571,0.05323571428571429,0.27439285714285716,0.22632142857142856
22866,80000,2,3,1,43,0,0,0,0,0,0,1520,23190,0,19465,19454,19851,23190,0,19465,389,397,0,0,0.019,0.289875,0.0,0.2433125,0.243175,0.2481375
22867,80000,2,2,1,40,0,0,0,0,0,0,390,390,390,390,390,540,390,390,390,390,540,390,0,0.004875,0.004875,0.004875,0.004875,0.004875,0.00675
22869,110000,2,2,1,34,0,0,0,2,0,0,45302,44980,46987,45165,44636,45094,2100,4100,0,1800,2000,2000,0,0.4118363636363636,0.4089090909090909,0.42715454545454545,0.4105909090909091,0.4057818181818182,0.40994545454545456
22871,180000,2,2,2,28,0,0,0,0,0,0,3840,18588,1557,2540,3058,16030,18588,1562,2540,3058,16030,330,0,0.021333333333333333,0.10326666666666667,0.00865,0.01411111111111111,0.01698888888888889,0.08905555555555555
22872,340000,2,3,1,44,3,3,2,0,0,0,160596,155508,149627,150733,140171,134203,6,8,5117,5008,5021,6026,1,0.4723411764705882,0.4573764705882353,0.4400794117647059,0.44333235294117646,0.4122676470588235,0.39471470588235297
22875,170000,2,1,2,27,0,0,0,0,0,0,10596,13410,15788,4853,5697,47830,3000,3000,1156,1000,46793,1760,0,0.06232941176470588,0.07888235294117647,0.09287058823529412,0.02854705882352941,0.03351176470588235,0.2813529411764706
22876,70000,2,1,2,28,0,0,0,0,0,0,44397,44923,46189,39327,38618,38404,3000,3000,3000,2000,2000,1800,0,0.6342428571428571,0.6417571428571428,0.6598428571428572,0.5618142857142857,0.5516857142857143,0.5486285714285715
22877,50000,2,3,1,31,0,0,0,0,0,0,10184,12204,13239,15254,16394,18124,2204,1239,2254,1394,2000,1019,0,0.20368,0.24408,0.26478,0.30508,0.32788,0.36248
22878,200000,2,3,2,30,0,0,0,0,0,0,192743,196031,196143,189524,167163,146975,9003,7300,7108,7680,6200,5000,0,0.963715,0.980155,0.980715,0.94762,0.835815,0.734875
22879,290000,2,2,2,34,2,2,2,2,2,2,219757,214747,227698,232468,227226,241556,0,18000,10000,0,18000,0,1,0.7577827586206897,0.7405068965517242,0.7851655172413793,0.8016137931034483,0.7835379310344828,0.8329517241379311
22880,80000,2,5,2,30,0,0,0,0,0,0,2994,16709,29459,30472,36317,21671,16709,29469,5000,10000,2000,3000,0,0.037425,0.2088625,0.3682375,0.3809,0.4539625,0.2708875
22881,30000,2,3,1,39,1,2,2,2,2,2,25574,22897,25647,24937,26938,26374,0,3128,0,2419,0,700,0,0.8524666666666667,0.7632333333333333,0.8549,0.8312333333333334,0.8979333333333334,0.8791333333333333
22882,280000,2,1,2,37,0,0,0,0,0,0,280323,284176,283680,273446,279458,269333,10505,10424,10047,10683,10073,9084,1,1.0011535714285715,1.0149142857142857,1.0131428571428571,0.9765928571428572,0.9980642857142857,0.9619035714285714
22883,100000,2,1,2,29,0,0,0,0,0,0,85268,65279,33077,43593,40782,37949,5000,5024,43593,1700,1500,1500,0,0.85268,0.65279,0.33077,0.43593,0.40782,0.37949
22884,50000,2,1,1,35,0,0,0,0,0,0,50202,39765,14565,15421,16061,4344,1200,5000,1500,1000,500,2000,0,1.00404,0.7953,0.2913,0.30842,0.32122,0.08688
22885,240000,2,2,1,43,0,2,0,0,0,0,2077,1588,41513,10657,7893,5347,0,41000,10657,0,5041,9190,1,0.008654166666666666,0.0066166666666666665,0.17297083333333332,0.04440416666666667,0.0328875,0.022279166666666666
22886,240000,2,1,1,31,0,0,0,0,0,0,3371,2880,6809,29324,30924,35770,2000,4015,25000,2000,5000,2000,0,0.014045833333333334,0.012,0.028370833333333335,0.12218333333333334,0.12885,0.14904166666666666
22889,400000,2,1,1,37,0,0,0,0,0,0,49447,59781,86070,100620,133307,117194,30000,50000,50006,38000,10000,12000,0,0.1236175,0.1494525,0.215175,0.25155,0.3332675,0.292985
22892,500000,2,1,1,36,0,0,0,0,0,0,238847,242326,248425,242854,226764,210947,10000,10146,10103,7108,7396,5000,0,0.477694,0.484652,0.49685,0.485708,0.453528,0.421894
22893,200000,2,2,1,45,0,0,0,0,0,0,144314,147532,147911,57903,60117,61828,7008,8000,5000,3000,3000,3000,0,0.72157,0.73766,0.739555,0.289515,0.300585,0.30914
22894,500000,2,1,2,27,0,0,0,0,0,0,8328,24491,26085,27644,28884,32930,25450,2000,2000,2000,5000,5000,1,0.016656,0.048982,0.05217,0.055288,0.057768,0.06586
22896,110000,2,2,1,27,1,2,2,0,0,0,110593,111679,108455,109392,78524,75745,4363,0,4012,3120,2800,3000,0,1.005390909090909,1.0152636363636363,0.9859545454545454,0.9944727272727273,0.7138545454545454,0.6885909090909091
22897,280000,2,2,2,30,0,0,0,0,0,0,21489,-86,4414,64183,61001,60601,5,4500,60000,1244,2000,4000,0,0.07674642857142858,-0.0003071428571428571,0.015764285714285713,0.229225,0.2178607142857143,0.21643214285714285
22898,100000,2,2,2,31,2,2,2,2,2,2,41052,42081,41131,43637,42635,45440,2000,0,3500,0,3500,2000,1,0.41052,0.42081,0.41131,0.43637,0.42635,0.4544
22899,70000,2,2,1,33,0,0,0,0,0,0,31130,16171,16373,16945,21462,11128,10171,3000,1260,6138,1128,500,0,0.44471428571428573,0.23101428571428573,0.2339,0.24207142857142858,0.3066,0.15897142857142857
22900,130000,2,3,1,47,0,2,2,0,0,0,5027,4151,1622,5032,1749,3645,1622,16,5377,829,3645,4213,0,0.03866923076923077,0.03193076923076923,0.012476923076923076,0.03870769230769231,0.013453846153846153,0.02803846153846154
22901,30000,2,2,1,35,2,2,2,2,2,2,17880,19288,20313,19696,20670,20200,2000,1626,0,1600,0,1126,1,0.596,0.6429333333333334,0.6771,0.6565333333333333,0.689,0.6733333333333333
22902,30000,2,2,1,43,0,0,0,2,2,2,13135,14150,17210,16636,17908,17482,1240,3300,0,1548,0,637,0,0.43783333333333335,0.4716666666666667,0.5736666666666667,0.5545333333333333,0.5969333333333333,0.5827333333333333
22903,180000,2,1,2,27,0,0,0,0,0,0,2381,28048,25900,22964,21878,13715,28100,1743,1200,2000,2000,0,0,0.013227777777777778,0.15582222222222222,0.1438888888888889,0.1275777777777778,0.12154444444444444,0.07619444444444444
22904,100000,2,2,2,27,0,0,0,0,0,0,48051,49247,48799,49508,50686,51815,2000,2200,1822,2000,2100,2100,0,0.48051,0.49247,0.48799,0.49508,0.50686,0.51815
22906,140000,2,2,1,32,0,0,0,0,0,0,142357,141236,133779,135943,111264,111785,5300,5300,5000,5000,4500,4500,0,1.0168357142857143,1.0088285714285714,0.9555642857142858,0.9710214285714286,0.7947428571428572,0.7984642857142857
22910,200000,2,2,1,37,0,0,0,0,0,0,114480,117791,123108,124327,127011,134519,5000,7000,4500,4500,9500,5000,0,0.5724,0.588955,0.61554,0.621635,0.635055,0.672595
22912,500000,2,1,1,37,1,0,0,0,0,0,0,17250,2287,96501,12143,50143,17250,3037,96501,12500,38000,0,0,0.0,0.0345,0.004574,0.193002,0.024286,0.100286
22914,140000,2,3,1,33,0,0,0,0,0,0,1247,1654,840,2153,827,-8808,1654,840,2153,827,827,9635,0,0.008907142857142857,0.011814285714285715,0.006,0.015378571428571429,0.005907142857142857,-0.06291428571428571
22916,210000,2,2,1,34,0,0,0,0,0,0,205475,206616,212391,208931,146005,145343,9500,9207,8500,5200,5200,5000,0,0.978452380952381,0.9838857142857143,1.0113857142857143,0.9949095238095238,0.6952619047619047,0.6921095238095238
22918,360000,2,2,1,41,0,0,0,0,0,0,4528,6365,2991,4919,12792,20981,2000,2000,2000,8000,10000,10000,0,0.012577777777777778,0.017680555555555557,0.008308333333333333,0.013663888888888889,0.03553333333333333,0.05828055555555556
22919,120000,2,2,1,27,0,0,0,0,0,0,1164,1844,-7809,120680,63530,63552,1671,380,131062,2000,3000,3000,0,0.0097,0.015366666666666667,-0.065075,1.0056666666666667,0.5294166666666666,0.5296
22920,430000,2,1,2,29,0,0,0,0,0,0,42130,34785,0,18518,16574,12215,1000,0,18518,5,244,1038,0,0.09797674418604652,0.08089534883720931,0.0,0.04306511627906977,0.03854418604651163,0.028406976744186047
22921,250000,2,2,2,27,0,0,0,0,0,0,4883,3090,1404,5208,59006,12072,2500,1000,5208,54000,5000,10000,0,0.019532,0.01236,0.005616,0.020832,0.236024,0.048288
22922,180000,2,1,2,29,0,0,0,0,0,0,326,326,546,546,546,1225,326,546,546,546,1225,2225,1,0.0018111111111111112,0.0018111111111111112,0.003033333333333333,0.003033333333333333,0.003033333333333333,0.006805555555555555
22923,170000,2,2,1,29,0,0,0,0,0,0,56980,55889,51328,31541,47406,23062,3000,2236,2478,904,2546,2000,0,0.3351764705882353,0.32875882352941177,0.3019294117647059,0.18553529411764705,0.27885882352941177,0.13565882352941178
22924,500000,2,1,1,36,0,0,0,0,0,0,64266,47971,25581,15406,6196,45045,26000,11725,15406,6903,45045,10000,0,0.128532,0.095942,0.051162,0.030812,0.012392,0.09009
22925,20000,2,2,1,37,0,0,0,0,0,0,425,1626,460,360,1520,1160,1629,460,360,1520,0,2233,0,0.02125,0.0813,0.023,0.018,0.076,0.058
22926,200000,2,5,1,43,0,0,0,0,0,0,132823,132700,182868,166755,111450,53049,71998,116000,3771,2229,37609,40000,0,0.664115,0.6635,0.91434,0.833775,0.55725,0.265245
22927,50000,2,2,1,48,0,0,0,0,0,0,46589,48009,48942,36545,5107,4640,2500,2174,2117,117,4853,0,0,0.93178,0.96018,0.97884,0.7309,0.10214,0.0928
22928,120000,2,1,2,34,0,0,0,0,0,0,515,882,6531,6313,1100,1330,882,6900,5037,1100,1330,3800,0,0.004291666666666667,0.00735,0.054425,0.05260833333333333,0.009166666666666667,0.011083333333333334
